Freq	Pol	SR	FEC	Sat	Beam	Mod	Format	Info	Row
12071	H	27500	9/10	Astra 1N (19.2&deg; E)	PE	QPSK	DVB-S	Sky Germany (133/8),	1402
12090	V	29700	2/3	Astra 1M (19.2&deg; E)	1MWide	8PSK	DVB-S2	CanalSat France (1/1084),	1412
12110	H	27500	3/4	Astra 1M (19.2&deg; E)	1MEurope	QPSK	DVB-S	ARD Digital (1/1073),	1444
12129	V	29700	2/3	Astra 1N (19.2&deg; E)	PE	8PSK	DVB-S2	My Canal (1/1086),	1468
12148	H	27500	3/4	Astra 1N (19.2&deg; E)	PE	QPSK	DVB-S	APS (133/7),	1492
12168	V	29700	2/3	Astra 1M (19.2&deg; E)	1MEurope	8PSK	DVB-S2	My Canal (1/1088),	1536
12188	H	27500	3/4	Astra 1M (19.2&deg; E)	1MEurope	QPSK	DVB-S	Mediengruppe RTL (1/1089),	1558
12207	V	29700	2/3	Astra 1N (19.2&deg; E)	PE	8PSK	DVB-S2	CanalSat France (1/1090),	1586
12226	H	27500	3/4	Astra 1M (19.2&deg; E)	1MEurope	QPSK	DVB-S	Mediengruppe RTL (1/1091),	1610
12246	V	29700	2/3	Astra 1N (19.2&deg; E)	PE	8PSK	DVB-S2	CanalSat France (1/1092),	1628
12266	H	27500	3/4	Astra 1M (19.2&deg; E)	1MEurope	QPSK	DVB-S	ARD Digital (1/1093),	1654
12285	V	29700	2/3	Astra 1N (19.2&deg; E)	PE	8PSK	DVB-S2	My Canal (1/1094),	1782
12305	H	27500	9/10	Astra 1N (19.2&deg; E)	PE	QPSK	DVB-S2	Sky Germany (133/12),	1808
12324	V	29700	2/3	Astra 1N (19.2&deg; E)	PE	8PSK	DVB-S2	My Canal (1/1096),	1826
12344	H	30000	2/3	Astra 1M (19.2&deg; E)	1MEurope	8PSK	DVB-S2	SES Astra,	1838
12363	V	27500	3/4	Astra 1N (19.2&deg; E)	PE	QPSK	DVB-S	CanalSat France (1/1098),	1844
12383	H	27500	3/4	Astra 1M (19.2&deg; E)	1MEurope	8PSK	DVB-S2	Sky Germany (133/11),	1848
12402	V	29700	2/3	Astra 1N (19.2&deg; E)	PE	8PSK	DVB-S	My Canal (1/1100),	1886
12422	H	27500	3/4	Astra 1M (19.2&deg; E)	1MEurope	QPSK	DVB-S	ARD Digital (1/1201),	1910
12441	V	29700	2/3	Astra 1N (19.2&deg; E)	PE	8PSK	DVB-S2	CanalSat France (1/1102),	1942
12460	H	27500	3/4	Astra 1M (19.2&deg; E)	1MEurope	QPSK	DVB-S	APS (133/5),	1972
12480	V	27500	3/4	Astra 1M (19.2&deg; E)	1MEurope	QPSK	DVB-S	APS (133/33),	2010
12515	H	22000	5/6	Astra 1L (19.2&deg; E)	1LFSS	QPSK	DVB-S	M7 Group (53/1105),	2036
12545	H	22000	5/6	Astra 1L (19.2&deg; E)	1LFSS	QPSK	DVB-S	ProSiebenSat.1 (1/1107),	2080
12552	V	22000	5/6	Astra 1N (19.2&deg; E)	PE	DVB-S	SES Astra (1/1106),	EIRP	2098
12574	H	22000	2/3	Astra 1L (19.2&deg; E)	1LFSS	8PSK	DVB-S2	(1/1109),	2110
12604	H	22000	5/6	Astra 1N (19.2&deg; E)	PE	QPSK	DVB-S	(1/1111),	2124
12633	H	22000	5/6	Astra 1L (19.2&deg; E)	1LFSS	QPSK	DVB-S	Media Broadcast (1/1113),	2150
12663	H	22000	5/6	Astra 1N (19.2&deg; E)	PE	QPSK	DVB-S	ORF Digital (1/1115),	2238
12692	H	22000	5/6	Astra 1N (19.2&deg; E)	PE	QPSK	DVB-S	ORF Digital (1/1117),	2292
12728	V	22000	2/3	Astra 1L (19.2&deg; E)	1LFSS	QPSK	DVB-S	My Canal (1/1120),	2330
18556	V	3330	2/3	Astra 1L (19.2&deg; E)	Europe	8PSK	DVB-S2		2370
18766	H	3110	1/2	Astra 1L (19.2&deg; E)	Europe	8PSK	DVB-S2		2374
