Satellite	Frequence	Pol	Txp	Beam	Standard	Modulation	SR/FEC	Network, bitrate	NID	TID	Row
Astra 1N	11836.50	H	71	Pan Europe	DVB-S	QPSK	27500 3/4	38.0 Mb/s	1	1101	329000000
Astra 1M	11856.00	V	72	Astra 1M	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1072	333000000
Astra 1N	11875.50	H	73	Pan Europe	DVB-S2	8PSK	27500 3/4	BetaDigital	133	14	337000000
Astra 1M	11895.00	V	74	Astra 1M	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1074	341000000
Astra 1N	11914.50	H	75	Pan Europe	DVB-S2	QPSK	27500 9/10	BetaDigital, 49.2 Mb/s	133	6	345000000
Astra 1M	11934.00	V	76	Astra 1M	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1076	349000000
Astra 1N	11953.50	H	77	Pan Europe	DVB-S	QPSK	27500 3/4	ASTRA 1, 38.0 Mb/s	1	1079	353000000
Astra 1M	11973.00	V	78	Astra 1M	DVB-S	QPSK	27500 3/4	ASTRA 1, 38.0 Mb/s	1	1078	357000000
Astra 1M	11992.50	H	79	Astra 1M	DVB-S2	QPSK	27500 9/10	BetaDigital, 49.2 Mb/s	133	13	361000000
Astra 1M	12012.00	V	80	Astra 1M	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1080	365000000
Astra 1N	12031.50	H	81	Pan Europe	DVB-S2	QPSK	27500 9/10	BetaDigital, 49.2 Mb/s	133	4	369000000
Astra 1N	12051.00	V	82	Pan Europe	DVB-S	QPSK	27500 3/4	ASTRA 1, 38.0 Mb/s	1	1082	373000000
Astra 1N	12070.50	H	83	Pan Europe	DVB-S2	QPSK	27500 9/10	BetaDigital	133	8	377000000
Astra 1M	12090.00	V	84	Astra 1M	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1084	381000000
Astra 1M	12109.50	H	85	Astra 1M	DVB-S	QPSK	27500 3/4	38.0 Mb/s	1	1073	385000000
Astra 1N	12129.00	V	86	Pan Europe	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1086	389000000
Astra 1N	12148.50	H	87	Pan Europe	DVB-S	QPSK	27500 3/4	BetaDigital, 38.0 Mb/s	133	7	393000000
Astra 1N	12168.00	V	88	Pan Europe	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1088	397000000
Astra 1L	12187.50	H	89	Astra 1L	DVB-S	QPSK	27500 3/4	38.0 Mb/s	1	1089	401000000
Astra 1N	12207.00	V	90	Pan Europe	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1090	413000000
Astra 1L	12226.50	H	91	Astra 1L	DVB-S	QPSK	27500 3/4	38.0 Mb/s	1	1091	417000000
Astra 1N	12246.00	V	92	Pan Europe	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1092	421000000
Astra 1M	12265.50	H	93	Astra 1M	DVB-S	QPSK	27500 3/4	ASTRA 1, 38.0 Mb/s	1	1093	425000000
Astra 1N	12285.00	V	94	Pan Europe	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1094	429000000
Astra 1N	12304.50	H	95	Pan Europe	DVB-S2	QPSK	27500 9/10	BetaDigital, 49.2 Mb/s	133	12	433000000
Astra 1N	12324.00	V	96	Pan Europe	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1096	437000000
Astra 1M	12343.50	H	97	Astra 1M	DVB-S2	8PSK	30000 2/3	ASTRA 1, 59.4 Mb/s	1	1097	441000000
Astra 1N	12363.00	V	98	Pan Europe	DVB-S	QPSK	27500 3/4	ASTRA 1, 38.0 Mb/s	1	1098	445000000
Astra 1N	12382.50	H	99	Pan Europe	DVB-S2	8PSK	27500 3/4	BetaDigital, 59.9 Mb/s	133	11	449000000
Astra 1N	12402.00	V	100	Pan Europe	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1100	453000000
Astra 1M	12421.50	H	101	Astra 1M	DVB-S	QPSK	27500 3/4	ASTRA 1, 38.0 Mb/s	1	1201	457000000
Astra 1N	12441.00	V	102	Pan Europe	DVB-S2	8PSK	29700 2/3	ASTRA 1, 57.5 Mb/s	1	1102	461000000
Astra 1M	12460.50	H	103	Astra 1M	DVB-S	QPSK	27500 3/4	BetaDigital, 38.0 Mb/s	133	5	465000000
Astra 1M	12480.00	V	104	Astra 1M	DVB-S	QPSK	27500 3/4	BetaDigital, 38.0 Mb/s	133	33	469000000
Astra 1L	12515.25	H	105	Astra 1L	DVB-S	QPSK	22000 5/6	M7 Group, 33.8 Mb/s	53	1105	473000000
Astra 1N	12522.00	V	106	Pan Europe	DVB-S2	8PSK	22000 2/3	M7 Group, 33.8 Mbps	53	1105	477000000
Astra 1L	12544.75	H	107	Astra 1L	DVB-S	QPSK	22000 5/6	ASTRA 1, 33.8 Mb/s	1	1107	481000000
Astra 1N	12551.50	V	108	Pan Europe	DVB-S	QPSK	22000 5/6	ASTRA 1, 33.8 Mb/s	1	1108	485000000
Astra 1L	12574.25	H	109	Astra 1L	DVB-S2	8PSK	22000 2/3	ASTRA 1, 42.6 Mb/s	1	1109	489000000
Astra 1N	12581.00	V	110	Pan Europe	DVB-S2	8PSK	22000 2/3	ASTRA 1, 42.6 Mbps	1	1109	493000000
Astra 1N	12603.75	H	111	Pan Europe	DVB-S	QPSK	22000 5/6	ASTRA 1, 33.8 Mb/s	1	1111	497000000
Astra 1L	12610.50	V	112	Astra 1L	DVB-S2	8PSK	22000 2/3	ASTRA 1, 33.8 Mb/s	1	1111	501000000
Astra 1N	12633.25	H	113	Pan Europe	DVB-S	QPSK	22000 5/6	33.8 Mb/s	1	1113	505000000
Astra 1N	12640.00	V	114	Pan Europe	DVB-S2	8PSK	22000 2/3	33.8 Mb/s	1	1113	509000000
Astra 1N	12662.75	H	115	Pan Europe	DVB-S	QPSK	22000 5/6	33.8 Mb/s	1	1115	513000000
Astra 1N	12692.25	H	117	Pan Europe	DVB-S	QPSK	22000 5/6	33.8 Mb/s	1	1117	517000000
Astra 1L	12699.00	V	118	Astra 1L	DVB-S2	8PSK	22000 2/3	33.8 Mb/s	1	1117	521000000
Astra 1L	12721.75	H	119	Astra 1L	DVB-S2	8PSK	22000 2/3	ASTRA 1, 42.6 Mb/s	1	1120	525000000
Astra 1L	12728.50	V	120	Astra 1L	DVB-S2	8PSK	22000 2/3	ASTRA 1, 42.6 Mb/s	1	1120	529000000
