Frequency	Pol	Txp	Beam	EIRP (dbW)	Provider	System	SR-FEC	Modulation	ONID-TID	Source	Updated	Row
11480	H	D1	Transalpine	0	TDF	DVB-S2	3215-3/4	8PSK	144-10001	Dan 3	181213	11153
11509	H	D3	Transalpine	0		DVB-S2	29500-8/9	8PSK	8442-1	Onacila	180119	11171
11509	H	D3	Transalpine	0		DVB-S2	29500-8/9	8PSK	8442-4	Onacila	180119	11177
11509	H	D3	Transalpine	0		DVB-S2	29500-8/9	8PSK	8442-6	Onacila	180119	11183
11512	V	KB2	Super	53	Bis TV	DVB-S2	29950-3/4	8PSK	1375-20200	N Schlammer	200119	11190
11536	H	KB9	Wide		(feeds)	DVB-S2	4800-3/4	8PSK		Jamie A	200315	11192
11542	H	KB9	Wide		(feeds)	DVB-S2	4800-3/4	8PSK		Jamie A	200315	11193
11548	H	KB9	Wide		(feeds)	DVB-S2	4800-3/4	8PSK		Jamie A	200315	11194
11554	H	KB9	Wide		(feeds)	DVB-S2	4800-3/4	8PSK		Jamie A	200315	11195
11554	V	D6	Transalpine	0	Fransat	DVB-S2	29950-3/4	8PSK	1375-20300	D Shimoni	200206	11196
11566	H	KB9	Wide		(feeds)	DVB-S2	4800-3/4	8PSK		Jamie A	200315	11198
11596	V	KB4	Super	53	Fransat	DVB-S2	29950-2/3	8PSK	1375-21400	D Shimoni	200206	11199
11637	V	D10	Transalpine	0	RAI	DVB-S2	30000-3/5	8PSK	318-16384	D Shimoni	200121	11201
11637	V	D10	Transalpine	0	RAI	DVB-S2	30000-3/5	8PSK	318-20480	D Lita	180805	11210
11637	V	D10	Transalpine	0	RAI	DVB-S2	30000-3/5	8PSK	318-22528	D Lita	180805	11213
11637	V	D10	Transalpine	0	RAI	DVB-S2	30000-3/5	8PSK	318-26624	D Lita	180805	11216
11637	V	D10	Transalpine	0	RAI	DVB-S2	30000-3/5	8PSK	318-24576	D Lita	180805	11219
11637	V	D10	Transalpine	0	RAI	DVB-S2	30000-3/5	8PSK	318-16384	D Lita	180805	11222
11644	H	KB11	Wide		(feeds)	DVB-S2	3600-3/4	8PSK		Roli	191222	11225
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-1	D Lita	180805	11226
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-1	D Lita	180805	11229
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-1	D Lita	180805	11232
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-18432	D Lita	180805	11235
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-28672	D Lita	180805	11238
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-30720	D Lita	180805	11241
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-36864	D Lita	180805	11244
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-34816	D Lita	180805	11247
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-38912	D Lita	180805	11250
11675	H	D11	Transalpine	0	RAI	DVB-S2	30000-2/3	8PSK	318-40960	D Lita	180805	11253
11679	V	KB6	Super	53	Fransat	DVB-S2	29950-3/4	8PSK	1375-20800	Z Viglidán|D Shimoni	200206	11256
12522	V	F2	Transalpine	0	Mediaset	DVB-S2	35500-3/4	8PSK	272-930	P Grandicelli	200408	12000
12522	V	F2	Transalpine	0	Mediaset	DVB-S2	35500-3/4	8PSK	272-905	P Grandicelli	200408	12007
12543	H	F1	Transalpine	0	Persidera	DVB-S2	34200-8/9	8PSK	11-33	D de Jong	200301	12016
12543	H	F1	Transalpine	0	Persidera	DVB-S2	34200-8/9	8PSK	11-33	N Schlammer	200401	12030
12543	H	F1	Transalpine	0	Persidera	DVB-S2	34200-8/9	8PSK	11-33	Lanus	200229	12041
12543	H	F1	Transalpine	0	Persidera	DVB-S2	34200-8/9	8PSK	11-33	D de Jong	200202	12051
12564	V	KA2	Super	53	Fransat	DVB-S2	29950-2/3	8PSK	1375-20900	N Schlammer	200120	12061
12585	H	F3	Transalpine	0	Mediaset	DVB-S2	35000-2/3	8PSK	272-950	D Lita	200119	12129
12585	H	F3	Transalpine	0	Mediaset	DVB-S2	35000-2/3	8PSK	272-901	Lanus	200404	12136
12606	V	F6	Transalpine	0	Cairo Communication	DVB-S2	35500-2/3	8PSK	8572-263	P Grandicelli	190301	12145
12606	V	F6	Transalpine	0	Mediaset	DVB-S2	35500-2/3	8PSK	272-810	Lexzie	191205	12150
12648	V	F8	Transalpine	0		DVB-S2	29500-8/9	8PSK	8442-10	R Lambley	160413	12164
12648	V	F8	Transalpine	0		DVB-S2	29500-8/9	8PSK	8442-2	Lexzie	160428	12170
12648	V	F8	Transalpine	0		DVB-S2	29500-8/9	8PSK	8442-3	D Lita	180723	12176
12669	H	F7	Transalpine	0	Mediaset	DVB-S2	35000-2/3	8PSK	272-940	Lexzie	200116	12184
12669	H	F7	Transalpine	0	Mediaset	DVB-S2	35000-2/3	8PSK	272-905	N Schlammer|D de Jong	200120	12192
12690	V	KA5	Super	53						D Shimoni	200206	12201
12700	H	F9	Transalpine	0	Persidera	DVB-S2	11167-3/4	8PSK	8572-31002	Z Viglidán|M Al-Taie	191029	12202
12732	V	KA6	Super	53	Fransat	DVB-S2	29950-2/3	8PSK	1375-30600	Z Viglidán|D Shimoni	200206	12224
